MP_ID
105637
60373
109050
124215
165917
165138
87431
168971
169871
167809
167808
154551
56399
105543
128897
128853
54162
162401
150672
139818
140406
140444
140443
150083
96945
149254
154632
154633
97562
64811
163819
126291
120790
33116
79415
63907
102057
154629
124797
36513
166580
28930
124214
161473
142407
36920
160101
131292
153288
144176
169974
92041
121131
156980
156990
156991
155244
155246
155247
142065
142066
101174
86955
146173
146161
146157
69791
70028
126475
115607
131301
101299
101298
116783
101195
169451
103631
82232
126306
163477
88020
149313
103833
37546
38326
37545
109854
65427
102550
111698
120483
174336
106348
106365
145883
174543
169752
131910
153488
95009
87853
56236
64806
42987
97794
159232
131321
157358
150900
96653
18846
46968
46967
157108
96886
118890
27487
27485
66613
156784
163386
107115
123269
155841
141982
125617
94991
90815
144017
122134
117270
168217
95133
155255
166421
27195
93564
153410
110865
27352
107150
136016
109231
147428
162160
63347
162934
116778
147416
147413
147417
101874
170123
166880
134962
136761
171608
157121
119923
142292
142434
147161
138577
65290
66549
101176
66803
95510
61683
121379
60933
62847
80353
106336
106335
106333
149167
96067
130489
149575
72083
173867
106916
119892
101837
131712
97798
172731
54412
145815
98532
66535
110144
170182
132050
137429
95385
95357
36230
36229
168410
61179
150127
147894
147895
128103
150906
106873
114315
127621
76690
36783
141280
137754
32173
139881
131369
72179
161858
174310
163457
160716
96814
103880
60564
154700
157092
160446
138044
63674
147351
150096
147474
153129
135531
123483
96737
64237
58291
160715
96812
146811
119505
170236
101669
131834
116779
120725
121149
54948
166566
166128
156311
48301
62454
77253
131236
160358
118609
125494
75923
88219
124456
120634
167230
48901
120594
62764
73119
141983
98501
160103
160104
153284
141484
99439
116381
91092
139014
106079
130680
125644
170516
46962
97650
162821
162637
115589
160102
104931
173599
174523
162910
174521
162911
164493
162912
159275
162915
162909
174522
174202
174518
174519
174189
173816
165057
89341
97969
58311
168959
48183
134852
60065
137605
55475
56950
166047
157156
139013
59944
59424
131646
108981
156525
127700
127698
61197
93741
135709
134060
93459
48393
94862
115387
151842
162636
162628
106334
105237
147257
171818
135917
91774
92583
47403
147591
69997
98955
162281
65289
131063
126213
53431
130488
107581
107887
102128
100811
131425
106074
157098
157099
98200
104399
109763
109030
147332
164084
120967
122202
120936
120937
120966
131311
97990
97988
62250
120484
174544
128319
155839
155840
93740
159614
159613
164073
107123
117175
124844
104098
90985
104095
102052
147431
117943
135366
135369
147142
152738
160725
164080
156301
154635
40119
152736
109241
80548
110283
128926
117402
93249
84982
